schema_name,table_name,index_name,is_primary,is_unique,is_live,is_valid,is_clustered,predicate,comment,indexdef
public,competitions,idx_competitions_end_date,false,false,true,true,false,null,null,CREATE INDEX idx_competitions_end_date ON public.competitions USING btree (end_date)
public,competitions,idx_competitions_status,false,false,true,true,false,null,null,CREATE INDEX idx_competitions_status ON public.competitions USING btree (status)
public,competitions,idx_competitions_status_dates,false,false,true,true,false,null,null,"CREATE INDEX idx_competitions_status_dates ON public.competitions USING btree (status, start_time, end_time)"
public,competitions,idx_competitions_vrf_completed_at,false,false,true,true,false,null,null,CREATE INDEX idx_competitions_vrf_completed_at ON public.competitions USING btree (vrf_completed_at)
public,competitions,idx_competitions_vrf_draw_requested_at,false,false,true,true,false,null,null,CREATE INDEX idx_competitions_vrf_draw_requested_at ON public.competitions USING btree (vrf_draw_requested_at)
public,confirmation_incident_log,confirmation_incident_log_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX confirmation_incident_log_pkey ON public.confirmation_incident_log USING btree (id)
public,custody_transactions,custody_transactions_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX custody_transactions_pkey ON public.custody_transactions USING btree (id)
public,custody_transactions,idx_custody_transactions_canonical,false,false,true,true,false,null,null,CREATE INDEX idx_custody_transactions_canonical ON public.custody_transactions USING btree (canonical_user_id)
public,custody_transactions,idx_custody_transactions_status,false,false,true,true,false,null,null,CREATE INDEX idx_custody_transactions_status ON public.custody_transactions USING btree (status)
public,custody_transactions,idx_custody_tx_user_status_type_created,false,false,true,true,false,null,null,"CREATE INDEX idx_custody_tx_user_status_type_created ON public.custody_transactions USING btree (user_id, status, transaction_type, created_at)"
public,email_auth_sessions,email_auth_sessions_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX email_auth_sessions_pkey ON public.email_auth_sessions USING btree (id)
public,email_auth_sessions,idx_email_auth_sessions_email,false,false,true,true,false,null,null,CREATE INDEX idx_email_auth_sessions_email ON public.email_auth_sessions USING btree (email)
public,enqueue_cdp_event,cdp_outbox_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX cdp_outbox_pkey ON public.enqueue_cdp_event USING btree (id)
public,faqs,faqs_pkey,true,true,true,true,false,null,null,CREATE UNIQUE INDEX faqs_pkey ON public.faqs USING btree (id)
